record_id,record_type,experiment_domain,campaign,date,flight,method,scope,record_status,evidence_grade,location_contract,source_path,linked_trajectory,linked_run_spec,start_time_s,end_time_s,initialization_mode,yaw_mode,height_mode,camera_stride,alignment_mode,sampling_mode,exit_code,trajectory_rows,readiness,selected_window_s,handoff_model,duration_s,gps_distance_km,xy_rmse_m,final_xy_error_m,speed_rmse_mps,vxy_vec_rmse_mps,course_rmse_deg,course_final_deg,final_vertical_error_m,run_contract_hash,repeat_group_size,artifact_group_size,notes
P4-RAW_RUN-df8a6ebfcf32,raw_run,P4_RELATED_UNCLASSIFIED,P4_diag_window_count_v8_fly1,,fly1,P4_diag_window_count_v8_fly1,,ARTIFACT_WITHOUT_EXIT_RECEIPT,RUNTIME_ONLY,LEGACY_OUTSIDE_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/P4_diag_window_count_v8_fly1,C:/Users/baloney/Desktop/P4_diag_window_count_v8_fly1/traj_nav.txt,,,,,,,,,,,1,,,,,,,,,,,,,,,1,missing_command
P4-RAW_RUN-ea626f994306,raw_run,P4_RELATED_UNCLASSIFIED,P4_diag_window_count_v9_fly1,,fly1,P4_diag_window_count_v9_fly1,,ARTIFACT_WITHOUT_EXIT_RECEIPT,RUNTIME_ONLY,LEGACY_OUTSIDE_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/P4_diag_window_count_v9_fly1,C:/Users/baloney/Desktop/P4_diag_window_count_v9_fly1/traj_nav.txt,,,,,,,,,,,1,,,,,,,,,,,,,,,1,missing_command
P4-BATCH-283deb374471,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,,20260713_004626,,FAILED,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_004626,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-BATCH-e985b09fd7be,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,,20260713_012025,,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-BATCH-b5cc2aab1077,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,,20260713_022007,,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-BATCH-9a544ec31845,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,,20260713_032309,,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-RAW_RUN-d811fdc0f923,raw_run,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,,p5,,ARTIFACT_WITHOUT_EXIT_RECEIPT,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/traj_nav.txt,,,,,,,,,,,131,,,,,,,,,,,,,,,1,missing_command
P4-BATCH-8b734906f374,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,20260713_031430_fly1_fly3_first_turn,screen,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_031430_fly1_fly3_first_turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-BATCH-503a92ef92bc,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,20260713_041446_fly1_fly3_first_turn,screen,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_041446_fly1_fly3_first_turn,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-BATCH-687f6f9c8a70,batch,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,20260713_000126_fly1_current_source_full_airborne,full,BATCH_RECEIPT_PRESENT,ORCHESTRATION_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,batch_exit_codes.csv
P4-EVALUATION-09e07e2b2fde,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,legacy_nearest_fc_row,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/absolute/legacy_nearest_fc_row,,,,,,,,,,,,,,,,780.799999952,29.986686391767993,645.9390665900762,447.85729091088956,7.68783527335969,12.53718669123187,,,384.9396620886189,,,,
P4-EVALUATION-3ffd906cab68,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,online_joint_monocular,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/absolute/online_joint_monocular,,,,,,,,,,,,,,,,770.0,29.547216386328177,432.49691135649005,272.6004324023826,7.964516052762991,8.883395841072065,,,295.4374570536189,,,,
P4-EVALUATION-dc707c9911ad,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,legacy_nearest_fc_row,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/absolute_common_window/legacy_nearest_fc_row,,,,,,,,,,,,,,,,770.0,29.547216386328177,650.4440827269502,447.85729091088956,7.733296017549585,12.616785155579402,,,384.9396620886189,,,,
P4-EVALUATION-e69e930b2061,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,online_joint_monocular,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/absolute_common_window/online_joint_monocular,,,,,,,,,,,,,,,,770.0,29.547216386328177,432.49691135649005,272.6004324023826,7.964516052762991,8.883395841072065,,,295.4374570536189,,,,
P4-EVALUATION-ddf0e9b37d88,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,legacy_nearest_fc_row,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/relative_start_heading/legacy_nearest_fc_row,,,,,,,,,,,,,,,,780.799999952,29.986686391767993,524.9574484267446,554.6796924538263,7.687835273359689,10.542795167766412,,,385.9123109111694,,,,
P4-EVALUATION-ef1bd02271bc,evaluation,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,online_joint_monocular,full,EVALUATED,DIAGNOSTIC_EVALUATION,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/evaluation/relative_start_heading/online_joint_monocular,,,,,,,,,,,,,,,,770.0,29.547216386328177,479.3498467403482,178.28417640122566,7.96451605276299,9.591404059937442,,,302.88544956943076,,,,
P4-RAW_RUN-1f360f0cdc74,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly1,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_031430_fly1_fly3_first_turn/fly1,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_031430_fly1_fly3_first_turn/fly1/traj_nav.txt,,930.0,1095.0,fc_full_state,baseline,guarded,1,,,0,4943,,,,,,,,,,,,,8cb31d8e00388d1a889c0c70bd53a332e27dd9935344827a60ac0969ada2389d,1,1,
P4-RAW_RUN-ec19cb426070,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly3,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_031430_fly1_fly3_first_turn/fly3,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_031430_fly1_fly3_first_turn/fly3/traj_nav.txt,,618.0,900.0,fc_full_state,baseline,guarded,1,,,0,8452,,,,,,,,,,,,,59d2ddc6c878531255c79a16632fc09c86bcfeef657749bce3d00485612fc3d0,1,1,
P4-RAW_RUN-22558791c0e0,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly1,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_041446_fly1_fly3_first_turn/fly1,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_041446_fly1_fly3_first_turn/fly1/traj_nav.txt,,930.0,1095.0,fc_full_state,baseline,guarded,1,,,0,4943,,,,,,,,,,,,,21934c5ee8bb988d893d2e245b72525921a94233ebdabcfa8e326b13e1429ca1,1,1,
P4-RAW_RUN-663a6299bd9e,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly3,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_041446_fly1_fly3_first_turn/fly3,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/active_screening/20260713_041446_fly1_fly3_first_turn/fly3/traj_nav.txt,,618.0,900.0,fc_full_state,baseline,guarded,1,,,0,8452,,,,,,,,,,,,,7fdbe3aa885aab05f2aa115fd1813d3612a29372ff2383402970230c50d28791,1,1,
P4-RAW_RUN-da8e108f1020,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly1,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly1,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly1/traj_nav.txt,,930.0,,fc_full_state,baseline,guarded,12,,,0,30180,,,,,,,,,,,,,331d92f108eb434b07203c861ad70cb3bf5e694b859a0adf7a86bfd2cf7b41e1,1,1,
P4-RAW_RUN-cd02bc5a5ea1,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly1,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly1,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly1/traj_nav.txt,,930.0,,fc_full_state,baseline,guarded,12,,,0,30180,,,,,,,,,,,,,4d9ecbee0ef685d572bc558d6318a2777bf586d41dcdd8ecb355d7a6ca92e382,1,1,
P4-RAW_RUN-e1437785a44d,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly1,fly1,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly1,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly1/traj_nav.txt,,930.0,,fc_full_state,baseline,guarded,12,,,0,30180,,,,,,,,,,,,,f3cd5685c9c8b88748073796c0cee608a4849cfa6c2805a0c9ad7f5a61ba3262,1,1,
P4-RAW_RUN-0d48541e9ad4,raw_run,P4_RELATED_UNCLASSIFIED,P4_P5_mainline_20260712,20260712,fly1,smoke_fly1_fixed12_shadow,,ARTIFACT_WITHOUT_EXIT_RECEIPT,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/smoke_fly1_fixed12_shadow,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/smoke_fly1_fixed12_shadow/traj_nav.txt,,,,,,,,,,,1151,,,,,,,,,,,,,,,1,missing_command
P4-RAW_RUN-666909ace5b3,raw_run,P4_WITH_P5,P4_P5_mainline_20260712,20260712,fly1,legacy_nearest_fc_row,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/legacy_nearest_fc_row,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/legacy_nearest_fc_row/traj_nav.txt,,930.0,,fc_full_state,baseline,guarded,12,,,0,30180,,,,,,,,,,,,,221e174a5bcff701bfd72d4b267c775eb97d1ff12f30ce11e8044457704aa2ac,1,1,
P4-RAW_RUN-814da491cea4,raw_run,P4_WITH_P5,P4_P5_mainline_20260712,20260712,fly1,online_joint_monocular,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/online_joint_monocular,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/runs/20260713_000126_fly1_current_source_full_airborne/online_joint_monocular/traj_nav.txt,,930.0,,online_multisensor_alignment,baseline,guarded,12,,,0,29857,,,,,,,,,,,,,35c7b9d194e5445cc1cf03fb19694493fe8be0b669ad33ba2978bd09c09dd28e,1,1,
P4-RAW_RUN-f11dcd8f123b,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly2,fly2,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly2,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly2/traj_nav.txt,,700.0,,fc_full_state,baseline,guarded,12,,,0,62408,,,,,,,,,,,,,29c910a4a9c364bc9802da98499ef2b264ee72b1fe4cf75a4df0cec4500b903e,1,1,
P4-RAW_RUN-5edec459e352,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly2,fly2,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly2,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly2/traj_nav.txt,,700.0,,fc_full_state,baseline,guarded,12,,,0,62408,,,,,,,,,,,,,d87a6f906be9f55e9a7882ccbfdd0c867e43d22a6648ff780451d58730b41a75,1,1,
P4-RAW_RUN-c1fdaa9a4397,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly2,fly2,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly2,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly2/traj_nav.txt,,700.0,,fc_full_state,baseline,guarded,12,,,0,62408,,,,,,,,,,,,,e03575f1ba0e7be80abdb2ab8f49050cc0e7ca209251e5185a61c7bbd67ae127,1,1,
P4-RAW_RUN-8b81cac50dbd,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly3,fly3,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly3,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly3/traj_nav.txt,,618.0,,fc_full_state,baseline,guarded,12,,,0,36513,,,,,,,,,,,,,e024d773e0b452e214b69b39a62928bbeb9f75ade6cfc1f98431e0910f0bd5e3,1,1,
P4-RAW_RUN-a940d98e3263,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly3,fly3,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly3,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly3/traj_nav.txt,,618.0,,fc_full_state,baseline,guarded,12,,,0,36513,,,,,,,,,,,,,060bdd2c4716d96ed2611dc5567badfc26b324f35774e9c3e5e4ddaa804cbf14,1,1,
P4-RAW_RUN-93c6c82492b4,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly3,fly3,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly3,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly3/traj_nav.txt,,618.0,,fc_full_state,baseline,guarded,12,,,0,36513,,,,,,,,,,,,,ad4292fbbef6717d1441c8a6d1bfb434c515f4a3ad0805f4906312bae957437b,1,1,
P4-RAW_RUN-02f27ac5cef9,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly4,fly4,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly4,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_012025/fly4/traj_nav.txt,,924.4,,fc_full_state,baseline,guarded,12,,,0,57397,,,,,,,,,,,,,6e2f853a102d0810aa5e04e1ec4e11bb5b67772b9d129e9b136296d5d85fe1f5,1,1,
P4-RAW_RUN-0b7d06b2fa3c,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly4,fly4,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly4,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_022007/fly4/traj_nav.txt,,924.4,,fc_full_state,baseline,guarded,12,,,0,57397,,,,,,,,,,,,,dd0f5cb0e9df30e8d4d4f364ad3af2b08277e13720bf15aee8ee732faaa292f6,1,1,
P4-RAW_RUN-02a3b89fa161,raw_run,P5_ONLY_IN_P4_CAMPAIGN,P4_P5_mainline_20260712,20260712,fly4,fly4,full,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly4,C:/Users/baloney/Desktop/实验目录/P4_P5_mainline_20260712/p5/shadow_runtime_fourflight/20260713_032309/fly4/traj_nav.txt,,924.4,,fc_full_state,baseline,guarded,12,,,0,57397,,,,,,,,,,,,,361e35b3ed2e52a902fb1945d5719558a8237ad74ce1292f8a13848a0fd909ab,1,1,
P4-RAW_RUN-8407284c4503,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_post_turn_start,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_post_turn_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_post_turn_start/traj_nav.txt,,994,1064,online_multisensor_alignment,,,12,,,0,1764,,,,,,,,,,,,,ae078be31a32759aae4b4772dc14f16945faec4eff265b3323c7de21e24abf50,2,1,
P4-RAW_RUN-22b2c9161dbd,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_straight_start,,FAILED,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_straight_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_straight_start/traj_nav.txt,,925,995,online_multisensor_alignment,,,12,,,1,1,,,,,,,,,,,,,a1a78a2cc97350e7282f6a8b3e58e1cf4ca475e4964d86d9083e9b5162293b8e,3,1,
P4-RAW_RUN-9c29ff63b2d0,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_weak_motion_start,,FAILED,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_weak_motion_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_220541_fly1_practical_batch/fly1_weak_motion_start/traj_nav.txt,,930,1000,online_multisensor_alignment,,,12,,,1,1,,,,,,,,,,,,,1185c6ea0f86e4da533f2612f96f9b75dad7b60245da14b40446246080be27c8,2,1,
P4-RAW_RUN-49bcc01ccea9,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_post_turn_start,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_post_turn_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_post_turn_start/traj_nav.txt,,994,1064,online_multisensor_alignment,,,12,,,0,1788,,,,,,,,,,,,,ae078be31a32759aae4b4772dc14f16945faec4eff265b3323c7de21e24abf50,2,1,
P4-RAW_RUN-f68463a15704,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_straight_start,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_straight_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_straight_start/traj_nav.txt,,925,995,online_multisensor_alignment,,,12,,,0,1655,,,,,,,,,,,,,a1a78a2cc97350e7282f6a8b3e58e1cf4ca475e4964d86d9083e9b5162293b8e,3,1,
P4-RAW_RUN-8c7bb212be71,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,fly1_weak_motion_start,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_weak_motion_start,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_221741_fly1_practical_batch/fly1_weak_motion_start/traj_nav.txt,,930,1000,online_multisensor_alignment,,,12,,,0,1727,,,,,,,,,,,,,1185c6ea0f86e4da533f2612f96f9b75dad7b60245da14b40446246080be27c8,2,1,
P4-RAW_RUN-34ad2f372299,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,V0_original_monocular_images,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_222809_fly1_visual_influence_batch/V0_original_monocular_images,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_222809_fly1_visual_influence_batch/V0_original_monocular_images/traj_nav.txt,,925,995,online_multisensor_alignment,,,12,,,0,1655,,,,,,,,,,,,,a1a78a2cc97350e7282f6a8b3e58e1cf4ca475e4964d86d9083e9b5162293b8e,3,1,
P4-RAW_RUN-d285568eb2bb,raw_run,P4,P4_arbitrary_start_20260712,20260712,fly1,V1_visual_factors_disabled,,SUCCESS_WITH_TRAJECTORY,RUNTIME_ONLY,COMPLIANT_EXPERIMENT_ROOT,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_222809_fly1_visual_influence_batch/V1_visual_factors_disabled,C:/Users/baloney/Desktop/实验目录/P4_arbitrary_start_20260712/runs/20260712_222809_fly1_visual_influence_batch/V1_visual_factors_disabled/traj_nav.txt,,925,995,online_multisensor_alignment,,,12,,,0,1691,,,,,,,,,,,,,9881ec730e52279ffc3713b638a4d20f689a440debadf985f9c2df6a1f1d6fb6,1,1,
